SOR,ID,KATEGÓRIA,MODUL,VÁLTOZAT,HELY,MEZŐ,PLATFORM,JELENLEGI SZÖVEG,JAVÍTOTT SZÖVEG,MEGJEGYZÉS,FÁJL
614,07.PRESSURE-B.finish.5,2 FUTÁS KÖZBEN,07 PRESSURE-B,-,finish,eredménysor címe,mind,Mélységi Simon-hatás,,,packages/client/src/modules/pressure/PressureSpatialModule.ts:759
615,07.PRESSURE-B.finish.6,2 FUTÁS KÖZBEN,07 PRESSURE-B,-,finish,eredménysor címe,mind,Pontosság nyomás alatt,,,packages/client/src/modules/pressure/PressureSpatialModule.ts:760
616,07.PRESSURE-B.finish.7,2 FUTÁS KÖZBEN,07 PRESSURE-B,-,finish,eredménysor címe,mind,Nyomás alatti romlás,,,packages/client/src/modules/pressure/PressureSpatialModule.ts:761
617,07.PRESSURE-B.finish.8,2 FUTÁS KÖZBEN,07 PRESSURE-B,-,finish,eredménysor címe,mind,Helyreállás,,,packages/client/src/modules/pressure/PressureSpatialModule.ts:762
618,07.PRESSURE-B.finish.9,2 FUTÁS KÖZBEN,07 PRESSURE-B,-,finish,eredménysor címe,mind,Látómező-szűkülés,,,packages/client/src/modules/pressure/PressureSpatialModule.ts:766
619,07.PRESSURE-B.finish.10,2 FUTÁS KÖZBEN,07 PRESSURE-B,-,finish,eredménysor magyarázata,mind,síkon nincs mit elveszíteni,,,packages/client/src/modules/pressure/PressureSpatialModule.ts:770
620,08.HOLD.setupTouchControls.1,2 FUTÁS KÖZBEN,08 HOLD,-,setupTouchControls,gombfelirat,mind,MOST,,,packages/client/src/modules/hold/HoldModule.ts:264
621,08.HOLD.setupTouchControls.2,2 FUTÁS KÖZBEN,08 HOLD,-,setupTouchControls,gomb alsó sor,mind,"ez az, amire nyomni kell",,,packages/client/src/modules/hold/HoldModule.ts:264
622,08.HOLD.onAction.3,2 FUTÁS KÖZBEN,08 HOLD,-,onAction,visszajelzés,mind,TÚL KORAI,,,packages/client/src/modules/hold/HoldModule.ts:527
623,08.HOLD.commit.4,2 FUTÁS KÖZBEN,08 HOLD,-,commit,visszajelzés,mind,VISSZATARTVA,,,packages/client/src/modules/hold/HoldModule.ts:594
624,08.HOLD.commit.5,2 FUTÁS KÖZBEN,08 HOLD,-,commit,visszajelzés,mind,NEM KELLETT VOLNA,,,packages/client/src/modules/hold/HoldModule.ts:595
625,08.HOLD.commit.6,2 FUTÁS KÖZBEN,08 HOLD,-,commit,visszajelzés,mind,KIMARADT,,,packages/client/src/modules/hold/HoldModule.ts:596
626,08.HOLD.finish.7,2 FUTÁS KÖZBEN,08 HOLD,-,finish,eredménysor címe,mind,Gátlási hiba (commission),,,packages/client/src/modules/hold/HoldModule.ts:883
627,08.HOLD.finish.8,2 FUTÁS KÖZBEN,08 HOLD,-,finish,eredménysor címe,mind,Gátlási sebesség (SSRT),,,packages/client/src/modules/hold/HoldModule.ts:884
628,08.HOLD.finish.9,2 FUTÁS KÖZBEN,08 HOLD,-,finish,eredménysor címe,mind,Go reakcióidő,,,packages/client/src/modules/hold/HoldModule.ts:885
629,08.HOLD.finish.10,2 FUTÁS KÖZBEN,08 HOLD,-,finish,eredménysor címe,mind,Pályaítélet (d′),,,packages/client/src/modules/hold/HoldModule.ts:886
630,08.HOLD.finish.11,2 FUTÁS KÖZBEN,08 HOLD,-,finish,eredménysor címe,mind,Szabályváltás költsége,,,packages/client/src/modules/hold/HoldModule.ts:887
631,08.HOLD.finish.12,2 FUTÁS KÖZBEN,08 HOLD,-,finish,eredménysor magyarázata,mind,a pálya arányában,,,packages/client/src/modules/hold/HoldModule.ts:888
632,08.HOLD.finish.13,2 FUTÁS KÖZBEN,08 HOLD,-,finish,eredménysor címe,mind,Döntési fegyelem,,,packages/client/src/modules/hold/HoldModule.ts:888
633,09.MEMORY.setupTouchControls.1,2 FUTÁS KÖZBEN,09 MEMORY,-,setupTouchControls,mobil súgósor,mind,"UGYANOTT, valahányszor a gömb oda kerül, ahol két lépéssel korábban volt.",,,packages/client/src/modules/memory/MemoryModule.ts:283
634,09.MEMORY.setupTouchControls.2,2 FUTÁS KÖZBEN,09 MEMORY,-,setupTouchControls,gombfelirat,mind,UGYANOTT,,,packages/client/src/modules/memory/MemoryModule.ts:285
635,09.MEMORY.calibrate.3,2 FUTÁS KÖZBEN,09 MEMORY,-,calibrate,kérdéssor alatt,mind,"Minden kocka egyszer felvillan. Nézd meg, hol vannak — három különböző távolságban.",,,packages/client/src/modules/memory/MemoryModule.ts:403
636,09.MEMORY.runBind.4,2 FUTÁS KÖZBEN,09 MEMORY,-,runBind,kérdéssor alatt,mind,Melyik alakzat hol van?,,,packages/client/src/modules/memory/MemoryModule.ts:682
637,09.MEMORY.runBind.5,2 FUTÁS KÖZBEN,09 MEMORY,-,runBind,kérdéssor alatt,mind,Mutass a helyére.,,,packages/client/src/modules/memory/MemoryModule.ts:701
638,09.MEMORY.runInterfere.6,2 FUTÁS KÖZBEN,09 MEMORY,-,runInterfere,kérdéssor alatt,mind,A sorozat maradjon meg közben.,,,packages/client/src/modules/memory/MemoryModule.ts:889
639,09.MEMORY.runInterfere.7,2 FUTÁS KÖZBEN,09 MEMORY,-,runInterfere,kérdéssor alatt,mind,Tartsd meg a sorozatot.,,,packages/client/src/modules/memory/MemoryModule.ts:905
640,09.MEMORY.finish.8,2 FUTÁS KÖZBEN,09 MEMORY,-,finish,eredménysor címe,mind,Téri terjedelem,,,packages/client/src/modules/memory/MemoryModule.ts:1163
641,09.MEMORY.finish.9,2 FUTÁS KÖZBEN,09 MEMORY,-,finish,eredménysor címe,mind,Frissítési költség,,,packages/client/src/modules/memory/MemoryModule.ts:1164
642,09.MEMORY.finish.10,2 FUTÁS KÖZBEN,09 MEMORY,-,finish,eredménysor címe,mind,Folyamatos frissítés (d′),,,packages/client/src/modules/memory/MemoryModule.ts:1165
643,09.MEMORY.finish.11,2 FUTÁS KÖZBEN,09 MEMORY,-,finish,eredménysor címe,mind,Tárgy-hely kötés,,,packages/client/src/modules/memory/MemoryModule.ts:1166
644,09.MEMORY.finish.12,2 FUTÁS KÖZBEN,09 MEMORY,-,finish,eredménysor címe,mind,Interferencia-költség,,,packages/client/src/modules/memory/MemoryModule.ts:1167
645,09.MEMORY.finish.13,2 FUTÁS KÖZBEN,09 MEMORY,-,finish,eredménysor magyarázata,mind,a hibákból,,,packages/client/src/modules/memory/MemoryModule.ts:1170
646,09.MEMORY.finish.14,2 FUTÁS KÖZBEN,09 MEMORY,-,finish,eredménysor címe,mind,Mélységi tévesztés,,,packages/client/src/modules/memory/MemoryModule.ts:1170
647,09.MEMORY.finish.15,2 FUTÁS KÖZBEN,09 MEMORY,-,finish,eredménysor magyarázata,mind,a rétegek síkon nem különülnek el,,,packages/client/src/modules/memory/MemoryModule.ts:1171
648,09.MEMORY.finish.16,2 FUTÁS KÖZBEN,09 MEMORY,-,finish,eredménysor címe,mind,Mélységi mutatók,,,packages/client/src/modules/memory/MemoryModule.ts:1171
649,10.COMMAND.setupTouchControls.1,2 FUTÁS KÖZBEN,10 COMMAND,-,setupTouchControls,mobil súgósor,mind,"Koppints egy egységre, majd a cél gyűrűjére.",,,packages/client/src/modules/command/CommandModule.ts:178
650,10.COMMAND.setupTouchControls.2,2 FUTÁS KÖZBEN,10 COMMAND,-,setupTouchControls,gombfelirat,mind,JELÖLÉS,,,packages/client/src/modules/command/CommandModule.ts:180
651,10.COMMAND.setupTouchControls.3,2 FUTÁS KÖZBEN,10 COMMAND,-,setupTouchControls,gomb alsó sor,mind,a következő koppintás jelöl a táblán,,,packages/client/src/modules/command/CommandModule.ts:180
652,10.COMMAND.drawLobby.4,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,panelcímke,mind,MODUL 10 · COMMAND,,,packages/client/src/modules/command/CommandModule.ts:631
653,10.COMMAND.drawLobby.5,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,panelcím,mind,CSAPATFELADAT,,,packages/client/src/modules/command/CommandModule.ts:632
654,10.COMMAND.drawLobby.6,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,gombfelirat,mind,ÚJ SZOBA,,,packages/client/src/modules/command/CommandModule.ts:647
655,10.COMMAND.drawLobby.7,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,gomb alsó sor,mind,te leszel a házigazda,,,packages/client/src/modules/command/CommandModule.ts:647
656,10.COMMAND.drawLobby.8,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,gombfelirat,mind,CSATLAKOZÁS,,,packages/client/src/modules/command/CommandModule.ts:648
657,10.COMMAND.drawLobby.9,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,gomb alsó sor,mind,szobakóddal,,,packages/client/src/modules/command/CommandModule.ts:648
658,10.COMMAND.drawLobby.10,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,panelcímke,mind,MIT MÉRÜNK,,,packages/client/src/modules/command/CommandModule.ts:650
659,10.COMMAND.drawLobby.11,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,panelcímke,mind,AI TÁRS,,,packages/client/src/modules/command/CommandModule.ts:672
660,10.COMMAND.drawLobby.12,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,gombfelirat,mind,SZOBA LÉTREHOZÁSA,,,packages/client/src/modules/command/CommandModule.ts:674
661,10.COMMAND.drawLobby.13,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,gombfelirat,mind,VISSZA,,,packages/client/src/modules/command/CommandModule.ts:675
662,10.COMMAND.drawLobby.14,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,panel bekezdés,mind,Írd be a házigazdától kapott négybetűs szobakódot.,,,packages/client/src/modules/command/CommandModule.ts:680
663,10.COMMAND.drawLobby.15,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,panelcímke,mind,SZOBAKÓD,,,packages/client/src/modules/command/CommandModule.ts:691
664,10.COMMAND.drawLobby.16,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,panelcímke,mind,RÉSZTVEVŐK,,,packages/client/src/modules/command/CommandModule.ts:698
665,10.COMMAND.drawLobby.17,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,panelszöveg,mind,AI,,,packages/client/src/modules/command/CommandModule.ts:704
666,10.COMMAND.drawLobby.18,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,gombfelirat,mind,INDÍTÁS,,,packages/client/src/modules/command/CommandModule.ts:717
667,10.COMMAND.drawLobby.19,2 FUTÁS KÖZBEN,10 COMMAND,-,drawLobby,panelszöveg,mind,Legalább 2 résztvevő és mindenki készre jelentkezve.,,,packages/client/src/modules/command/CommandModule.ts:720
668,10.COMMAND.drawPlan.20,2 FUTÁS KÖZBEN,10 COMMAND,-,drawPlan,panelszöveg,mind,PARANCSNOK,,,packages/client/src/modules/command/CommandModule.ts:746
669,10.COMMAND.drawPlan.21,2 FUTÁS KÖZBEN,10 COMMAND,-,drawPlan,panelszöveg,mind,ÚJ INFORMÁCIÓ,,,packages/client/src/modules/command/CommandModule.ts:781
670,10.COMMAND.drawBrief.22,2 FUTÁS KÖZBEN,10 COMMAND,-,drawBrief,panelcímke,mind,CSAK TE TUDOD,,,packages/client/src/modules/command/CommandModule.ts:830
671,10.COMMAND.drawBrief.23,2 FUTÁS KÖZBEN,10 COMMAND,-,drawBrief,panelszöveg,mind,Nincs privát információd ebben a körben.,,,packages/client/src/modules/command/CommandModule.ts:840
672,10.COMMAND.drawComms.24,2 FUTÁS KÖZBEN,10 COMMAND,-,drawComms,panelcímke,mind,GYORSÜZENET,,,packages/client/src/modules/command/CommandModule.ts:887
673,10.COMMAND.drawComms.25,2 FUTÁS KÖZBEN,10 COMMAND,-,drawComms,gombfelirat,mind,ÍRÁS,,,packages/client/src/modules/command/CommandModule.ts:899
674,10.COMMAND.drawTeam.26,2 FUTÁS KÖZBEN,10 COMMAND,-,drawTeam,panelcímke,mind,JAVASLATOK,,,packages/client/src/modules/command/CommandModule.ts:926
675,10.COMMAND.drawTeam.27,2 FUTÁS KÖZBEN,10 COMMAND,-,drawTeam,panelszöveg,mind,Még nincs javaslat.,,,packages/client/src/modules/command/CommandModule.ts:930
676,10.COMMAND.finish.28,2 FUTÁS KÖZBEN,10 COMMAND,-,finish,eredménysor magyarázata,mind,csapatszintű,,,packages/client/src/modules/command/CommandModule.ts:1004
677,10.COMMAND.finish.29,2 FUTÁS KÖZBEN,10 COMMAND,-,finish,eredménysor címe,mind,Terv optimalitása,,,packages/client/src/modules/command/CommandModule.ts:1004
678,10.COMMAND.finish.30,2 FUTÁS KÖZBEN,10 COMMAND,-,finish,eredménysor magyarázata,mind,csapat összesen,,,packages/client/src/modules/command/CommandModule.ts:1005
679,10.COMMAND.finish.31,2 FUTÁS KÖZBEN,10 COMMAND,-,finish,eredménysor címe,mind,Megosztott információ,,,packages/client/src/modules/command/CommandModule.ts:1005
680,10.COMMAND.finish.32,2 FUTÁS KÖZBEN,10 COMMAND,-,finish,eredménysor címe,mind,Saját megosztási arány,,,packages/client/src/modules/command/CommandModule.ts:1006
681,10.COMMAND.finish.33,2 FUTÁS KÖZBEN,10 COMMAND,-,finish,eredménysor címe,mind,Javaslat-elfogadás,,,packages/client/src/modules/command/CommandModule.ts:1007
682,10.COMMAND.finish.34,2 FUTÁS KÖZBEN,10 COMMAND,-,finish,eredménysor címe,mind,Vezetői index,,,packages/client/src/modules/command/CommandModule.ts:1008
683,10.COMMAND.finish.35,2 FUTÁS KÖZBEN,10 COMMAND,-,finish,eredménysor címe,mind,Lezárásig eltelt idő,,,packages/client/src/modules/command/CommandModule.ts:1009
684,10.COMMAND-B.drawLobby.1,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,panelcímke,mind,MODUL 10 · COMMAND — TÉRBELI VÁLTOZAT,,,packages/client/src/modules/command/CommandSpatialModule.ts:394
685,10.COMMAND-B.drawLobby.2,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,panelcím,mind,AMIT ONNAN LÁTSZ,,,packages/client/src/modules/command/CommandSpatialModule.ts:395
686,10.COMMAND-B.drawLobby.3,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,gombfelirat,mind,ÚJ SZOBA,,,packages/client/src/modules/command/CommandSpatialModule.ts:409
687,10.COMMAND-B.drawLobby.4,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,gomb alsó sor,mind,te leszel a házigazda,,,packages/client/src/modules/command/CommandSpatialModule.ts:409
688,10.COMMAND-B.drawLobby.5,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,panelcímke,mind,MIT MÉRÜNK,,,packages/client/src/modules/command/CommandSpatialModule.ts:411
689,10.COMMAND-B.drawLobby.6,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,panel bekezdés,mind,Hány AI csapattárs legyen? Ők is csak a saját ülőhelyükről látnak.,,,packages/client/src/modules/command/CommandSpatialModule.ts:425
690,10.COMMAND-B.drawLobby.7,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,gombfelirat,mind,SZOBA LÉTREHOZÁSA,,,packages/client/src/modules/command/CommandSpatialModule.ts:430
691,10.COMMAND-B.drawLobby.8,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,gombfelirat,mind,VISSZA,,,packages/client/src/modules/command/CommandSpatialModule.ts:431
692,10.COMMAND-B.drawLobby.9,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,panelcímke,mind,SZOBAKÓD,,,packages/client/src/modules/command/CommandSpatialModule.ts:435
693,10.COMMAND-B.drawLobby.10,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawLobby,gombfelirat,mind,INDÍTÁS,,,packages/client/src/modules/command/CommandSpatialModule.ts:451
694,10.COMMAND-B.drawTally.11,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawTally,gombfelirat,mind,A SAJÁT NÉZETEM,,,packages/client/src/modules/command/CommandSpatialModule.ts:484
695,10.COMMAND-B.drawSide.12,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawSide,panelcímke,mind,AMIT INNEN LÁTSZ,,,packages/client/src/modules/command/CommandSpatialModule.ts:517
696,10.COMMAND-B.drawSide.13,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawSide,panelszöveg,mind,Várakozás a szerkezetre…,,,packages/client/src/modules/command/CommandSpatialModule.ts:519
697,10.COMMAND-B.drawSide.14,2 FUTÁS KÖZBEN,10 COMMAND-B,-,drawSide,panelcímke,mind,TÉRBELI KÖZLÉS,,,packages/client/src/modules/command/CommandSpatialModule.ts:567
698,10.COMMAND-B.finish.15,2 FUTÁS KÖZBEN,10 COMMAND-B,-,finish,eredménysor címe,mind,Leltár eltérése,,,packages/client/src/modules/command/CommandSpatialModule.ts:653
699,10.COMMAND-B.finish.16,2 FUTÁS KÖZBEN,10 COMMAND-B,-,finish,eredménysor címe,mind,Nyereség a megosztásból,,,packages/client/src/modules/command/CommandSpatialModule.ts:655
700,10.COMMAND-B.finish.17,2 FUTÁS KÖZBEN,10 COMMAND-B,-,finish,eredménysor magyarázata,mind,közös hivatkozás hiánya,,,packages/client/src/modules/command/CommandSpatialModule.ts:659
701,10.COMMAND-B.finish.18,2 FUTÁS KÖZBEN,10 COMMAND-B,-,finish,eredménysor címe,mind,Kétszer számolt,,,packages/client/src/modules/command/CommandSpatialModule.ts:659
702,10.COMMAND-B.finish.19,2 FUTÁS KÖZBEN,10 COMMAND-B,-,finish,eredménysor magyarázata,mind,be nem jelentett nézet,,,packages/client/src/modules/command/CommandSpatialModule.ts:660
703,10.COMMAND-B.finish.20,2 FUTÁS KÖZBEN,10 COMMAND-B,-,finish,eredménysor címe,mind,Kimaradt,,,packages/client/src/modules/command/CommandSpatialModule.ts:660
704,10.COMMAND-B.finish.21,2 FUTÁS KÖZBEN,10 COMMAND-B,-,finish,eredménysor címe,mind,Csak te láttad,,,packages/client/src/modules/command/CommandSpatialModule.ts:661
705,10.COMMAND-B.finish.22,2 FUTÁS KÖZBEN,10 COMMAND-B,-,finish,eredménysor címe,mind,Közös térbeli nyelv,,,packages/client/src/modules/command/CommandSpatialModule.ts:663
706,10.COMMAND-B.finish.23,2 FUTÁS KÖZBEN,10 COMMAND-B,-,finish,eredménysor magyarázata,mind,a szerkezethez kötött megfogalmazás aránya,,,packages/client/src/modules/command/CommandSpatialModule.ts:665
707,11.ANTICIPATE.setupTouchControls.1,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,setupTouchControls,mobil súgósor,mind,"MOST — pontosan akkor, amikor a gömb elérné a fehér célt.",,,packages/client/src/modules/anticipate/AnticipateModule.ts:226
708,11.ANTICIPATE.setupTouchControls.2,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,setupTouchControls,gombfelirat,mind,MOST,,,packages/client/src/modules/anticipate/AnticipateModule.ts:228
709,11.ANTICIPATE.finish.3,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor magyarázata,mind,szórás — a fő mutató,,,packages/client/src/modules/anticipate/AnticipateModule.ts:711
710,11.ANTICIPATE.finish.4,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor címe,mind,Időzítési pontosság (VE),,,packages/client/src/modules/anticipate/AnticipateModule.ts:711
711,11.ANTICIPATE.finish.5,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor címe,mind,Időzítési torzítás (CE),,,packages/client/src/modules/anticipate/AnticipateModule.ts:712
712,11.ANTICIPATE.finish.6,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor magyarázata,mind,szórásnövekedés,,,packages/client/src/modules/anticipate/AnticipateModule.ts:713
713,11.ANTICIPATE.finish.7,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor címe,mind,Takarás hatása,,,packages/client/src/modules/anticipate/AnticipateModule.ts:713
714,11.ANTICIPATE.finish.8,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor magyarázata,mind,kisebb = jobb,,,packages/client/src/modules/anticipate/AnticipateModule.ts:714
715,11.ANTICIPATE.finish.9,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor címe,mind,Sebesség-skálázás,,,packages/client/src/modules/anticipate/AnticipateModule.ts:714
716,11.ANTICIPATE.finish.10,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor címe,mind,Sebességváltás kezelése,,,packages/client/src/modules/anticipate/AnticipateModule.ts:715
717,11.ANTICIPATE.finish.11,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor címe,mind,Érvénytelen próba,,,packages/client/src/modules/anticipate/AnticipateModule.ts:716
718,11.ANTICIPATE.finish.12,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor címe,mind,FIGYELEM,,,packages/client/src/modules/anticipate/AnticipateModule.ts:721
719,11.ANTICIPATE.finish.13,2 FUTÁS KÖZBEN,11 ANTICIPATE,-,finish,eredménysor magyarázata,mind,az eredmény óvatosan értelmezendő,,,packages/client/src/modules/anticipate/AnticipateModule.ts:723
720,11.ANTICIPATE-B.onAction.1,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,onAction,visszajelzés,mind,TÚL KORAI — várd meg a közeledést,,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:370
721,11.ANTICIPATE-B.finish.2,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,finish,eredménysor magyarázata,mind,szórás — a fő mutató,,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:593
722,11.ANTICIPATE-B.finish.3,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,finish,eredménysor címe,mind,Időzítési pontosság (VE),,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:593
723,11.ANTICIPATE-B.finish.4,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,finish,eredménysor címe,mind,Méret–érkezés hatás,,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:595
724,11.ANTICIPATE-B.finish.5,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,finish,eredménysor címe,mind,Takarás hatása,,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:601
725,11.ANTICIPATE-B.finish.6,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,finish,eredménysor címe,mind,Időzítési torzítás (CE),,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:602
726,11.ANTICIPATE-B.finish.7,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,finish,eredménysor címe,mind,Oldalirányú érkezés ára,,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:603
727,11.ANTICIPATE-B.finish.8,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,finish,eredménysor címe,mind,Érvénytelen próba,,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:604
728,11.ANTICIPATE-B.finish.9,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,finish,eredménysor magyarázata,mind,az eredmény óvatosan értelmezendő,,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:607
729,11.ANTICIPATE-B.finish.10,2 FUTÁS KÖZBEN,11 ANTICIPATE-B,-,finish,eredménysor címe,mind,FIGYELEM,,,packages/client/src/modules/anticipate/AnticipateSpatialModule.ts:607
730,12.FIELD.setTouchPhase.1,2 FUTÁS KÖZBEN,12 FIELD,-,setTouchPhase,mobil súgósor,mind,Mi volt középen?,,,packages/client/src/modules/field/FieldModule.ts:334
